Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Device,Keyword,Calculated_CR,CTR,CPC,CPA,CAC,ROI,ROAS,LTV,Conversion_Rate,Lead_Conversion_Rate,Cost_Per_Lead,Day_of_Week,Day_of_Month
Data Analytics Course,92.0,3097.0,232.27,21.0,0.0,0.0,1905.0,2024-11-14,Desktop,analytics for data,0.0,2.97,2.52,0.0,0.0,720.17,8.2,0.0,0.0,0.0,11.06,Thursday,14
Data Analytics Course,136.0,3657.0,236.19,12.0,5.0,0.03676470588235294,1425.0,2024-06-11,Mobile,online data analytics,0.03676470588235294,3.72,1.74,47.24,47.24,503.33,6.03,285.0,3.68,41.67,19.68,Tuesday,11
Data Analytics Course,135.0,3198.0,227.48,0.0,0.0,0.0,1882.0,2024-09-11,Desktop,online data analytics,0.044444444444444446,4.22,1.69,0.0,0.0,727.33,8.27,0.0,0.0,,0.0,Wednesday,11
Data Analytics Course,91.0,5017.0,239.34,15.0,5.0,0.054945054945054944,0.0,2024-11-02,Tablet,analytics for data,0.054945054945054944,1.81,2.63,47.87,47.87,-100.0,0.0,0.0,5.49,33.33,15.96,Saturday,2
Data Analytics Course,181.0,5343.0,244.02,30.0,9.0,0.049723756906077346,1639.0,2024-11-26,Mobile,learn data analytics,0.049723756906077346,3.39,1.35,27.11,27.11,571.67,6.72,182.11,4.97,30.0,8.13,Tuesday,26
Data Analytics Course,0.0,4896.0,207.51,17.0,0.0,0.0,0.0,2024-11-11,Mobile,data analytics online,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,,,0.0,12.21,Monday,11
Data Analytics Course,80.0,5756.0,205.38,16.0,4.0,0.05,1778.0,2024-11-20,Desktop,online data analytics,0.05,1.39,2.57,51.34,51.34,765.71,8.66,444.5,5.0,25.0,12.84,Wednesday,20
Data Analytics Course,155.0,5696.0,236.44,13.0,3.0,0.01935483870967742,1207.0,2024-11-23,Mobile,data analytics online,0.01935483870967742,2.72,1.53,78.81,78.81,410.49,5.1,402.33,1.94,23.08,18.19,Saturday,23
Data Analytics Course,114.0,5683.0,214.42,20.0,8.0,0.07017543859649122,1474.0,2024-08-11,Mobile,learn data analytics,0.07017543859649122,2.01,1.88,26.8,26.8,587.44,6.87,184.25,7.02,40.0,10.72,Sunday,11
Data Analytics Course,98.0,4669.0,205.72,16.0,6.0,0.061224489795918366,1767.0,2024-11-30,Desktop,analytics for data,0.061224489795918366,2.1,2.1,34.29,34.29,758.93,8.59,294.5,6.12,37.5,12.86,Saturday,30
Data Analytics Course,125.0,3807.0,234.92,11.0,6.0,0.048,0.0,2024-11-29,Mobile,online data analytics,0.048,3.28,1.88,39.15,39.15,-100.0,0.0,0.0,4.8,54.55,21.36,Friday,29
Data Analytics Course,160.0,3163.0,238.95,20.0,8.0,0.05,1569.0,2024-11-26,Desktop,online data analytics,0.05,5.06,1.49,29.87,29.87,556.62,6.57,196.12,5.0,40.0,11.95,Tuesday,26
Data Analytics Course,175.0,3732.0,231.25,16.0,10.0,0.05714285714285714,1014.0,2024-11-15,Mobile,learn data analytics,0.05714285714285714,4.69,1.32,23.12,23.12,338.49,4.38,101.4,5.71,62.5,14.45,Friday,15
Data Analytics Course,123.0,3860.0,224.63,24.0,8.0,0.06504065040650407,1800.0,2024-11-15,Desktop,analytics for data,0.06504065040650407,3.19,1.83,28.08,28.08,701.32,8.01,225.0,6.5,33.33,9.36,Friday,15
Data Analytics Course,106.0,3196.0,212.12,15.0,6.0,0.05660377358490566,1314.0,2024-11-23,Tablet,analytics for data,0.05660377358490566,3.32,2.0,35.35,35.35,519.46,6.19,219.0,5.66,40.0,14.14,Saturday,23
Data Analytics Course,0.0,3322.0,205.85,24.0,0.0,0.0,1031.0,2024-11-09,Tablet,data analytics training,4.0,0.0,0.0,0.0,0.0,400.85,5.01,0.0,,0.0,8.58,Saturday,9
Data Analytics Course,185.0,5121.0,215.46,12.0,9.0,0.04864864864864865,1724.0,2024-11-02,Mobile,data analytics course,0.04864864864864865,3.61,1.16,23.94,23.94,700.15,8.0,191.56,4.86,75.0,17.96,Saturday,2
Data Analytics Course,139.0,5610.0,239.44,17.0,6.0,0.04316546762589928,1548.0,2024-11-14,Tablet,online data analytics,0.04316546762589928,2.48,1.72,39.91,39.91,546.51,6.47,258.0,4.32,35.29,14.08,Thursday,14
Data Analytics Course,174.0,3890.0,186.04,28.0,7.0,0.040229885057471264,1793.0,2024-11-21,Tablet,online data analytics,0.040229885057471264,4.47,1.07,26.58,26.58,863.77,9.64,256.14,4.02,25.0,6.64,Thursday,21
Data Analytics Course,157.0,4671.0,248.17,14.0,7.0,0.044585987261146494,1247.0,2024-03-11,Mobile,data analytics training,0.044585987261146494,3.36,1.58,35.45,35.45,402.48,5.02,178.14,4.46,50.0,17.73,Monday,11
Data Analytics Course,160.0,5438.0,197.5,16.0,6.0,0.0375,1752.0,2024-11-03,Tablet,data analytics course,0.0375,2.94,1.23,32.92,32.92,787.09,8.87,292.0,3.75,37.5,12.34,Sunday,3
Data Analytics Course,198.0,4726.0,185.13,14.0,0.0,0.0,1580.0,2024-11-17,Tablet,learn data analytics,0.0,4.19,0.94,0.0,0.0,753.45,8.53,0.0,0.0,0.0,13.22,Sunday,17
Data Analytics Course,144.0,5301.0,195.83,12.0,3.0,0.020833333333333332,1654.0,2024-11-27,Tablet,data analytics online,0.020833333333333332,2.72,1.36,65.28,65.28,744.61,8.45,551.33,2.08,25.0,16.32,Wednesday,27
Data Analytics Course,187.0,3722.0,182.43,27.0,7.0,0.0374331550802139,1613.0,2024-11-20,Mobile,data analytics training,0.0374331550802139,5.02,0.98,26.06,26.06,784.17,8.84,230.43,3.74,25.93,6.76,Wednesday,20
Data Analytics Course,139.0,3944.0,0.0,29.0,3.0,0.02158273381294964,1863.0,2024-04-11,Tablet,analytics for data,0.02158273381294964,3.52,0.0,0.0,0.0,0.0,0.0,621.0,2.16,10.34,0.0,Thursday,11
Data Analytics Course,194.0,5123.0,180.01,27.0,5.0,0.02577319587628866,1978.0,2024-11-05,Mobile,learn data analytics,0.02577319587628866,3.79,0.93,36.0,36.0,998.83,10.99,395.6,2.58,18.52,6.67,Tuesday,5
Data Analytics Course,157.0,4127.0,200.44,30.0,8.0,0.050955414012738856,1044.0,2024-11-15,Desktop,data analytics training,0.050955414012738856,3.8,1.28,25.06,25.06,420.85,5.21,130.5,5.1,26.67,6.68,Friday,15
Data Analytics Course,112.0,4944.0,233.83,19.0,4.0,0.03571428571428571,1296.0,2024-11-27,Tablet,data analytics training,0.03571428571428571,2.27,2.09,58.46,58.46,454.25,5.54,324.0,3.57,21.05,12.31,Wednesday,27
Data Analytics Course,82.0,4534.0,203.89,10.0,6.0,0.07317073170731707,1589.0,2024-11-26,Tablet,online data analytics,0.07317073170731707,1.81,2.49,33.98,33.98,679.34,7.79,264.83,7.32,60.0,20.39,Tuesday,26
Data Analytics Course,152.0,5894.0,219.23,14.0,5.0,0.03289473684210526,1641.0,2024-11-13,Mobile,data analytics training,0.03289473684210526,2.58,1.44,43.85,43.85,648.53,7.49,328.2,3.29,35.71,15.66,Wednesday,13
Data Analytics Course,81.0,5545.0,212.89,11.0,5.0,0.06172839506172839,1818.0,2024-11-15,Mobile,data analytics online,0.06172839506172839,1.46,2.63,42.58,42.58,753.96,8.54,363.6,6.17,45.45,19.35,Friday,15
Data Analytics Course,84.0,5573.0,0.0,23.0,6.0,0.07142857142857142,1656.0,2024-12-11,Desktop,online data analytics,0.07142857142857142,1.51,0.0,0.0,0.0,0.0,0.0,276.0,7.14,26.09,0.0,Wednesday,11
Data Analytics Course,117.0,3039.0,223.72,27.0,8.0,0.06837606837606838,1340.0,2024-11-14,Mobile,data analytics training,0.06837606837606838,3.85,1.91,27.96,27.96,498.96,5.99,167.5,6.84,29.63,8.29,Thursday,14
Data Analytics Course,82.0,3556.0,0.0,16.0,5.0,0.06097560975609756,1331.0,2024-11-17,Mobile,data analytics online,0.06097560975609756,2.31,0.0,0.0,0.0,0.0,0.0,266.2,6.1,31.25,0.0,Sunday,17
Data Analytics Course,192.0,4920.0,192.15,18.0,10.0,0.052083333333333336,1665.0,2024-09-11,Mobile,data analytics online,0.052083333333333336,3.9,1.0,19.22,19.22,766.51,8.67,166.5,5.21,55.56,10.68,Wednesday,11
Data Analytics Course,131.0,3187.0,234.53,24.0,10.0,0.07633587786259542,1656.0,2024-11-07,Mobile,data analytics course,0.07633587786259542,4.11,1.79,23.45,23.45,606.09,7.06,165.6,7.63,41.67,9.77,Thursday,7
Data Analytics Course,177.0,3238.0,189.61,29.0,7.0,0.03954802259887006,1925.0,2024-11-27,Tablet,data analytics online,0.03954802259887006,5.47,1.07,27.09,27.09,915.24,10.15,275.0,3.95,24.14,6.54,Wednesday,27
Data Analytics Course,0.0,0.0,182.66,22.0,0.0,0.0,1482.0,2024-11-24,Desktop,learn data analytics,10.0,,0.0,0.0,0.0,711.34,8.11,0.0,,0.0,8.3,Sunday,24
Data Analytics Course,147.0,4507.0,190.42,27.0,8.0,0.05442176870748299,1073.0,2024-05-11,Desktop,learn data analytics,0.05442176870748299,3.26,1.3,23.8,23.8,463.49,5.63,134.12,5.44,29.63,7.05,Saturday,11
Data Analytics Course,143.0,3606.0,200.29,0.0,0.0,0.0,1550.0,2024-11-20,Mobile,learn data analytics,0.02097902097902098,3.97,1.4,0.0,0.0,673.88,7.74,0.0,0.0,,0.0,Wednesday,20
Data Analytics Course,0.0,3355.0,186.9,20.0,0.0,0.0,1524.0,2024-10-11,Mobile,online data analytics,4.0,0.0,0.0,0.0,0.0,715.41,8.15,0.0,,0.0,9.35,Friday,11
Data Analytics Course,160.0,3711.0,214.41,10.0,6.0,0.0375,1550.0,2024-07-11,Mobile,analytics for data,0.0375,4.31,1.34,35.74,35.74,622.91,7.23,258.33,3.75,60.0,21.44,Thursday,11
Data Analytics Course,172.0,4841.0,234.94,28.0,8.0,0.046511627906976744,1258.0,2024-12-11,Desktop,analytics for data,0.046511627906976744,3.55,1.37,29.37,29.37,435.46,5.35,157.25,4.65,28.57,8.39,Wednesday,11
Data Analytics Course,95.0,5411.0,182.58,13.0,4.0,0.042105263157894736,1111.0,2024-11-30,Tablet,data analytics training,0.042105263157894736,1.76,1.92,45.64,45.64,508.5,6.09,277.75,4.21,30.77,14.04,Saturday,30
Data Analytics Course,111.0,3520.0,237.4,13.0,3.0,0.02702702702702703,1395.0,2024-11-19,Mobile,online data analytics,0.02702702702702703,3.15,2.14,79.13,79.13,487.62,5.88,465.0,2.7,23.08,18.26,Tuesday,19
Data Analytics Course,171.0,3460.0,184.14,27.0,9.0,0.05263157894736842,1565.0,2024-11-16,Tablet,data analytics online,0.05263157894736842,4.94,1.08,20.46,20.46,749.9,8.5,173.89,5.26,33.33,6.82,Saturday,16
Data Analytics Course,145.0,5875.0,221.0,14.0,7.0,0.04827586206896552,1230.0,2024-11-24,Desktop,learn data analytics,0.04827586206896552,2.47,1.52,31.57,31.57,456.56,5.57,175.71,4.83,50.0,15.79,Sunday,24
Data Analytics Course,118.0,3404.0,183.15,27.0,7.0,0.059322033898305086,1489.0,2024-11-21,Tablet,learn data analytics,0.059322033898305086,3.47,1.55,26.16,26.16,712.99,8.13,212.71,5.93,25.93,6.78,Thursday,21
Data Analytics Course,171.0,3567.0,233.32,27.0,4.0,0.023391812865497075,1271.0,2024-05-11,Desktop,analytics for data,0.023391812865497075,4.79,1.36,58.33,58.33,444.75,5.45,317.75,2.34,14.81,8.64,Saturday,11
Data Analytics Course,108.0,3628.0,185.68,24.0,8.0,0.07407407407407407,1682.0,2024-11-19,Tablet,learn data analytics,0.07407407407407407,2.98,1.72,23.21,23.21,805.86,9.06,210.25,7.41,33.33,7.74,Tuesday,19
Data Analytics Course,100.0,4994.0,206.32,21.0,7.0,0.07,1673.0,2024-11-20,Tablet,learn data analytics,0.07,2.0,2.06,29.47,29.47,710.88,8.11,239.0,7.0,33.33,9.82,Wednesday,20
Data Analytics Course,138.0,5758.0,193.53,14.0,4.0,0.028985507246376812,1902.0,2024-11-15,Tablet,analytics for data,0.028985507246376812,2.4,1.4,48.38,48.38,882.79,9.83,475.5,2.9,28.57,13.82,Friday,15
Data Analytics Course,88.0,3382.0,198.62,25.0,9.0,0.10227272727272728,1599.0,2024-11-10,Desktop,data analytics training,0.10227272727272728,2.6,2.26,22.07,22.07,705.05,8.05,177.67,10.23,36.0,7.94,Sunday,10
Data Analytics Course,125.0,3652.0,186.61,29.0,10.0,0.08,1017.0,2024-11-29,Mobile,learn data analytics,0.08,3.42,1.49,18.66,18.66,444.99,5.45,101.7,8.0,34.48,6.43,Friday,29
Data Analytics Course,169.0,4120.0,215.75,27.0,5.0,0.029585798816568046,1362.0,2024-11-19,Mobile,analytics for data,0.029585798816568046,4.1,1.28,43.15,43.15,531.29,6.31,272.4,2.96,18.52,7.99,Tuesday,19
Data Analytics Course,169.0,3142.0,236.79,18.0,7.0,0.04142011834319527,0.0,2024-06-11,Mobile,data analytics online,0.04142011834319527,5.38,1.4,33.83,33.83,-100.0,0.0,0.0,4.14,38.89,13.16,Tuesday,11
Data Analytics Course,149.0,5726.0,235.72,17.0,7.0,0.04697986577181208,1902.0,2024-11-11,Mobile,data analytics online,0.04697986577181208,2.6,1.58,33.67,33.67,706.89,8.07,271.71,4.7,41.18,13.87,Monday,11
Data Analytics Course,99.0,5938.0,183.49,30.0,3.0,0.030303030303030304,1487.0,2024-11-18,Mobile,data analytics online,0.030303030303030304,1.67,1.85,61.16,61.16,710.4,8.1,495.67,3.03,10.0,6.12,Monday,18
Data Analytics Course,177.0,3567.0,214.71,28.0,5.0,0.02824858757062147,1001.0,2024-11-11,Tablet,analytics for data,0.02824858757062147,4.96,1.21,42.94,42.94,366.21,4.66,200.2,2.82,17.86,7.67,Monday,11
Data Analytics Course,189.0,3215.0,224.53,23.0,0.0,0.0,1309.0,2024-11-15,Desktop,online data analytics,0.0,5.88,1.19,0.0,0.0,483.0,5.83,0.0,0.0,0.0,9.76,Friday,15
Data Analytics Course,94.0,5094.0,0.0,24.0,3.0,0.031914893617021274,1974.0,2024-11-09,Desktop,online data analytics,0.031914893617021274,1.85,0.0,0.0,0.0,0.0,0.0,658.0,3.19,12.5,0.0,Saturday,9
Data Analytics Course,191.0,3337.0,231.0,29.0,6.0,0.031413612565445025,1424.0,2024-11-18,Tablet,data analytics course,0.031413612565445025,5.72,1.21,38.5,38.5,516.45,6.16,237.33,3.14,20.69,7.97,Monday,18
Data Analytics Course,83.0,4359.0,227.14,0.0,0.0,0.0,0.0,2024-02-11,Desktop,data analytics online,0.12048192771084337,1.9,2.74,0.0,0.0,-100.0,0.0,,0.0,,0.0,Sunday,11
Data Analytics Course,148.0,4813.0,212.78,12.0,0.0,0.0,1833.0,2024-11-23,Mobile,online data analytics,0.0,3.08,1.44,0.0,0.0,761.45,8.61,0.0,0.0,0.0,17.73,Saturday,23
Data Analytics Course,125.0,4300.0,221.37,16.0,10.0,0.08,1066.0,2024-11-27,Tablet,data analytics course,0.08,2.91,1.77,22.14,22.14,381.55,4.82,106.6,8.0,62.5,13.84,Wednesday,27
Data Analytics Course,105.0,4094.0,183.47,11.0,6.0,0.05714285714285714,1817.0,2024-11-25,Mobile,online data analytics,0.05714285714285714,2.56,1.75,30.58,30.58,890.35,9.9,302.83,5.71,54.55,16.68,Monday,25
Data Analytics Course,84.0,4263.0,234.62,29.0,9.0,0.10714285714285714,1599.0,2024-11-18,Mobile,learn data analytics,0.10714285714285714,1.97,2.79,26.07,26.07,581.53,6.82,177.67,10.71,31.03,8.09,Monday,18
Data Analytics Course,114.0,3472.0,242.89,16.0,10.0,0.08771929824561403,1642.0,2024-11-28,Tablet,analytics for data,0.08771929824561403,3.28,2.13,24.29,24.29,576.03,6.76,164.2,8.77,62.5,15.18,Thursday,28
Data Analytics Course,129.0,4411.0,180.17,28.0,5.0,0.03875968992248062,1173.0,2024-11-10,Desktop,data analytics online,0.03875968992248062,2.92,1.4,36.03,36.03,551.05,6.51,234.6,3.88,17.86,6.43,Sunday,10
Data Analytics Course,128.0,4787.0,204.29,0.0,0.0,0.0,1880.0,2024-11-29,Desktop,data analytics training,0.0,2.67,1.6,0.0,0.0,820.26,9.2,0.0,0.0,,0.0,Friday,29
Data Analytics Course,120.0,5915.0,241.95,26.0,3.0,0.025,1253.0,2024-11-25,Desktop,analytics for data,0.025,2.03,2.02,80.65,80.65,417.88,5.18,417.67,2.5,11.54,9.31,Monday,25
Data Analytics Course,99.0,4111.0,192.09,14.0,5.0,0.050505050505050504,1497.0,2024-11-19,Mobile,analytics for data,0.050505050505050504,2.41,1.94,38.42,38.42,679.32,7.79,299.4,5.05,35.71,13.72,Tuesday,19
Data Analytics Course,180.0,3305.0,187.59,14.0,10.0,0.05555555555555555,0.0,2024-11-19,Desktop,data analytics online,0.05555555555555555,5.45,1.04,18.76,18.76,-100.0,0.0,0.0,5.56,71.43,13.4,Tuesday,19
Data Analytics Course,154.0,3510.0,211.16,26.0,10.0,0.06493506493506493,1167.0,2024-11-14,Tablet,online data analytics,0.06493506493506493,4.39,1.37,21.12,21.12,452.66,5.53,116.7,6.49,38.46,8.12,Thursday,14
Data Analytics Course,89.0,3265.0,234.51,29.0,8.0,0.0898876404494382,0.0,2024-11-28,Tablet,data analytics course,0.0898876404494382,2.73,2.63,29.31,29.31,-100.0,0.0,0.0,8.99,27.59,8.09,Thursday,28
Data Analytics Course,136.0,5977.0,249.89,15.0,9.0,0.0661764705882353,1477.0,2024-11-28,Tablet,analytics for data,0.0661764705882353,2.28,1.84,27.77,27.77,491.06,5.91,164.11,6.62,60.0,16.66,Thursday,28
Data Analytics Course,177.0,5409.0,181.75,19.0,4.0,0.022598870056497175,1793.0,2024-11-03,Tablet,data analytics course,0.022598870056497175,3.27,1.03,45.44,45.44,886.52,9.87,448.25,2.26,21.05,9.57,Sunday,3
Data Analytics Course,145.0,5523.0,0.0,10.0,0.0,0.0,1668.0,2024-11-19,Mobile,data analytics training,0.0,2.63,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,19
Data Analytics Course,152.0,5421.0,248.08,16.0,6.0,0.039473684210526314,1752.0,2024-11-27,Mobile,analytics for data,0.039473684210526314,2.8,1.63,41.35,41.35,606.22,7.06,292.0,3.95,37.5,15.5,Wednesday,27
Data Analytics Course,187.0,5181.0,227.15,18.0,10.0,0.053475935828877004,1516.0,2024-11-25,Tablet,data analytics training,0.053475935828877004,3.61,1.21,22.72,22.72,567.4,6.67,151.6,5.35,55.56,12.62,Monday,25
Data Analytics Course,91.0,5484.0,198.25,16.0,6.0,0.06593406593406594,1981.0,2024-11-20,Mobile,data analytics training,0.06593406593406594,1.66,2.18,33.04,33.04,899.24,9.99,330.17,6.59,37.5,12.39,Wednesday,20
Data Analytics Course,180.0,5545.0,238.85,30.0,10.0,0.05555555555555555,1971.0,2024-11-24,Desktop,data analytics course,0.05555555555555555,3.25,1.33,23.88,23.88,725.2,8.25,197.1,5.56,33.33,7.96,Sunday,24
Data Analytics Course,122.0,4295.0,0.0,24.0,6.0,0.04918032786885246,1349.0,2024-10-11,Desktop,data analytics course,0.04918032786885246,2.84,0.0,0.0,0.0,0.0,0.0,224.83,4.92,25.0,0.0,Friday,11
Data Analytics Course,0.0,4314.0,194.56,21.0,0.0,0.0,1211.0,2024-09-11,Tablet,data analytics training,9.0,0.0,0.0,0.0,0.0,522.43,6.22,0.0,,0.0,9.26,Wednesday,11
Data Analytics Course,157.0,4111.0,208.46,27.0,8.0,0.050955414012738856,1187.0,2024-05-11,Tablet,data analytics training,0.050955414012738856,3.82,1.33,26.06,26.06,469.41,5.69,148.38,5.1,29.63,7.72,Saturday,11
Data Analytics Course,178.0,5640.0,195.8,25.0,4.0,0.02247191011235955,1807.0,2024-11-22,Mobile,data analytics online,0.02247191011235955,3.16,1.1,48.95,48.95,822.88,9.23,451.75,2.25,16.0,7.83,Friday,22
Data Analytics Course,94.0,3805.0,198.19,12.0,8.0,0.0851063829787234,1523.0,2024-10-11,Tablet,data analytics course,0.0851063829787234,2.47,2.11,24.77,24.77,668.45,7.68,190.38,8.51,66.67,16.52,Friday,11
Data Analytics Course,130.0,4561.0,196.04,25.0,9.0,0.06923076923076923,1388.0,2024-11-18,Desktop,analytics for data,0.06923076923076923,2.85,1.51,21.78,21.78,608.02,7.08,154.22,6.92,36.0,7.84,Monday,18
Data Analytics Course,169.0,5865.0,200.36,19.0,5.0,0.029585798816568046,1482.0,2024-11-30,Mobile,online data analytics,0.029585798816568046,2.88,1.19,40.07,40.07,639.67,7.4,296.4,2.96,26.32,10.55,Saturday,30
Data Analytics Course,176.0,5275.0,241.12,14.0,8.0,0.045454545454545456,1995.0,2024-11-15,Mobile,data analytics online,0.045454545454545456,3.34,1.37,30.14,30.14,727.39,8.27,249.38,4.55,57.14,17.22,Friday,15
Data Analytics Course,143.0,4964.0,207.66,21.0,10.0,0.06993006993006994,1619.0,2024-11-13,Tablet,analytics for data,0.06993006993006994,2.88,1.45,20.77,20.77,679.64,7.8,161.9,6.99,47.62,9.89,Wednesday,13
Data Analytics Course,153.0,5292.0,225.98,21.0,9.0,0.058823529411764705,1223.0,2024-10-11,Mobile,data analytics course,0.058823529411764705,2.89,1.48,25.11,25.11,441.2,5.41,135.89,5.88,42.86,10.76,Friday,11
Data Analytics Course,96.0,5568.0,210.99,19.0,10.0,0.10416666666666667,1317.0,2024-11-21,Desktop,learn data analytics,0.10416666666666667,1.72,2.2,21.1,21.1,524.2,6.24,131.7,10.42,52.63,11.1,Thursday,21
Data Analytics Course,96.0,4849.0,198.41,13.0,5.0,0.052083333333333336,1198.0,2024-11-27,Mobile,online data analytics,0.052083333333333336,1.98,2.07,39.68,39.68,503.8,6.04,239.6,5.21,38.46,15.26,Wednesday,27
Data Analytics Course,172.0,4128.0,0.0,12.0,7.0,0.040697674418604654,1070.0,2024-11-17,Tablet,learn data analytics,0.040697674418604654,4.17,0.0,0.0,0.0,0.0,0.0,152.86,4.07,58.33,0.0,Sunday,17
Data Analytics Course,197.0,4645.0,219.15,24.0,5.0,0.025380710659898477,1911.0,2024-11-30,Mobile,online data analytics,0.025380710659898477,4.24,1.11,43.83,43.83,772.01,8.72,382.2,2.54,20.83,9.13,Saturday,30
Data Analytics Course,191.0,5706.0,249.69,25.0,6.0,0.031413612565445025,1821.0,2024-11-16,Desktop,data analytics online,0.031413612565445025,3.35,1.31,41.62,41.62,629.3,7.29,303.5,3.14,24.0,9.99,Saturday,16
Data Analytics Course,167.0,3438.0,235.2,10.0,7.0,0.041916167664670656,1229.0,2024-11-17,Desktop,data analytics online,0.041916167664670656,4.86,1.41,33.6,33.6,422.53,5.23,175.57,4.19,70.0,23.52,Sunday,17
Data Analytics Course,191.0,3610.0,217.44,27.0,6.0,0.031413612565445025,1890.0,2024-11-23,Tablet,analytics for data,0.031413612565445025,5.29,1.14,36.24,36.24,769.21,8.69,315.0,3.14,22.22,8.05,Saturday,23
Data Analytics Course,90.0,3828.0,238.12,21.0,6.0,0.06666666666666667,1505.0,2024-11-21,Desktop,data analytics online,0.06666666666666667,2.35,2.65,39.69,39.69,532.03,6.32,250.83,6.67,28.57,11.34,Thursday,21
Data Analytics Course,115.0,5431.0,180.5,0.0,0.0,0.0,1995.0,2024-11-15,Desktop,data analytics course,0.06086956521739131,2.12,1.57,0.0,0.0,1005.26,11.05,0.0,0.0,,0.0,Friday,15
Data Analytics Course,188.0,4300.0,226.13,28.0,7.0,0.03723404255319149,1185.0,2024-11-14,Mobile,online data analytics,0.03723404255319149,4.37,1.2,32.3,32.3,424.03,5.24,169.29,3.72,25.0,8.08,Thursday,14
Data Analytics Course,173.0,3829.0,221.28,29.0,4.0,0.023121387283236993,1417.0,2024-11-25,Desktop,learn data analytics,0.023121387283236993,4.52,1.28,55.32,55.32,540.37,6.4,354.25,2.31,13.79,7.63,Monday,25
Data Analytics Course,107.0,4165.0,192.18,21.0,10.0,0.09345794392523364,1754.0,2024-11-29,Mobile,learn data analytics,0.09345794392523364,2.57,1.8,19.22,19.22,812.69,9.13,175.4,9.35,47.62,9.15,Friday,29
Data Analytics Course,171.0,5953.0,230.37,14.0,7.0,0.04093567251461988,1436.0,2024-11-17,Tablet,analytics for data,0.04093567251461988,2.87,1.35,32.91,32.91,523.35,6.23,205.14,4.09,50.0,16.46,Sunday,17
Data Analytics Course,87.0,4836.0,242.0,12.0,7.0,0.08045977011494253,1665.0,2024-11-15,Desktop,learn data analytics,0.08045977011494253,1.8,2.78,34.57,34.57,588.02,6.88,237.86,8.05,58.33,20.17,Friday,15
Data Analytics Course,199.0,3717.0,226.84,27.0,3.0,0.01507537688442211,1449.0,2024-11-25,Mobile,data analytics training,0.01507537688442211,5.35,1.14,75.61,75.61,538.78,6.39,483.0,1.51,11.11,8.4,Monday,25
Data Analytics Course,195.0,5190.0,231.62,0.0,0.0,0.0,1429.0,2024-11-12,Tablet,data analytics course,0.015384615384615385,3.76,1.19,0.0,0.0,516.96,6.17,0.0,0.0,,0.0,Tuesday,12
Data Analytics Course,97.0,3921.0,232.83,11.0,9.0,0.09278350515463918,1886.0,2024-11-16,Tablet,analytics for data,0.09278350515463918,2.47,2.4,25.87,25.87,710.03,8.1,209.56,9.28,81.82,21.17,Saturday,16
Data Analytics Course,184.0,3824.0,200.99,26.0,6.0,0.03260869565217391,1023.0,2024-11-26,Mobile,data analytics online,0.03260869565217391,4.81,1.09,33.5,33.5,408.98,5.09,170.5,3.26,23.08,7.73,Tuesday,26
Data Analytics Course,168.0,5414.0,221.78,19.0,8.0,0.047619047619047616,1715.0,2024-11-29,Mobile,data analytics training,0.047619047619047616,3.1,1.32,27.72,27.72,673.29,7.73,214.38,4.76,42.11,11.67,Friday,29
Data Analytics Course,128.0,3984.0,222.78,26.0,4.0,0.03125,1786.0,2024-11-14,Desktop,data analytics online,0.03125,3.21,1.74,55.7,55.7,701.69,8.02,446.5,3.12,15.38,8.57,Thursday,14
Data Analytics Course,117.0,4716.0,213.86,26.0,4.0,0.03418803418803419,0.0,2024-11-27,Mobile,online data analytics,0.03418803418803419,2.48,1.83,53.46,53.46,-100.0,0.0,0.0,3.42,15.38,8.23,Wednesday,27
Data Analytics Course,142.0,5265.0,183.15,19.0,9.0,0.06338028169014084,1173.0,2024-07-11,Desktop,online data analytics,0.06338028169014084,2.7,1.29,20.35,20.35,540.46,6.4,130.33,6.34,47.37,9.64,Thursday,11
Data Analytics Course,194.0,5273.0,201.59,15.0,10.0,0.05154639175257732,1018.0,2024-06-11,Mobile,data analytics online,0.05154639175257732,3.68,1.04,20.16,20.16,404.99,5.05,101.8,5.15,66.67,13.44,Tuesday,11
Data Analytics Course,141.0,5656.0,193.58,20.0,6.0,0.0425531914893617,1953.0,2024-11-26,Desktop,data analytics course,0.0425531914893617,2.49,1.37,32.26,32.26,908.89,10.09,325.5,4.26,30.0,9.68,Tuesday,26
Data Analytics Course,137.0,3149.0,195.06,17.0,6.0,0.043795620437956206,1718.0,2024-08-11,Tablet,analytics for data,0.043795620437956206,4.35,1.42,32.51,32.51,780.75,8.81,286.33,4.38,35.29,11.47,Sunday,11
Data Analytics Course,162.0,5799.0,196.39,27.0,8.0,0.04938271604938271,0.0,2024-11-13,Tablet,data analytics online,0.04938271604938271,2.79,1.21,24.55,24.55,-100.0,0.0,0.0,4.94,29.63,7.27,Wednesday,13
Data Analytics Course,151.0,3487.0,187.0,30.0,6.0,0.039735099337748346,1529.0,2024-11-13,Mobile,online data analytics,0.039735099337748346,4.33,1.24,31.17,31.17,717.65,8.18,254.83,3.97,20.0,6.23,Wednesday,13
